���� ��¥,����� ��,defCnt,����,�õ�,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,seq,stdDay,updateDt
37:13.9,41,3189,?�산,Ulsan,18,3000,148,17,1,280.72,11130,2021??07??30??00??null,
37:13.9,29,4103,?�??大田,85,3156,918,84,1,280.28,11129,2021??07??30??00??null,,
37:13.9,24,3377,광주,Gwangju,25,3154,199,24,1,232.96,11128,2021??07??30??00??2021-08-02 14:58:54.59,
37:13.9,62,8964,?�천,Incheon,119,7709,1193,112,7,304.6,11127,2021??07??30??00??null,
37:13.9,222,11623,?��?大邱,62,10824,577,61,1,480.62,11126,2021??07??30??00??null,,
37:13.9,128,8134,부???�山,78,6953,1053,77,1,239.8,11125,2021??07??30??00??null,,
37:13.9,532,63879,?�울,Seoul,488,55557,7790,487,1,660.74,11124,2021??07??30??00??2021-08-02 14:04:31.865,
37:13.9,2089,196802,?�계,Total,1710,172757,21956,1662,48,379.72,11123,2021??07??30??00??2021-08-02 14:04:12.36,
38:08.8,9,5215,검???�離?�,18,4513,693,0,18,-,11122,2021??07??29??00??2021-08-02 14:58:17.058,,
38:08.8,1,1688,?�주,Jeju,24,1486,201,24,0,250.21,11121,2021??07??29??00??null,
38:08.8,22,7006,경남,Gyeongsangnam-do,90,5876,1108,90,0,209.75,11120,2021??07??29??00??null,
38:08.8,87,5400,경북,Gyeongsangbuk-do,22,5040,273,22,0,204.59,11119,2021??07??29??00??null,
38:08.8,17,2003,?�남,Jeollanam-do,20,1762,224,18,2,108.18,11118,2021??07??29??00??null,
38:08.8,60,2730,?�북,Jeollabuk-do,31,2445,225,30,1,151.32,11117,2021??07??29??00??null,
38:08.8,45,4846,충남,Chungcheongnam-do,47,4275,526,46,1,228.47,11116,2021??07??29??00??null,
38:08.8,71,3794,충북,Chungcheongbuk-do,30,3402,321,30,0,237,11115,2021??07??29??00??null,
38:08.8,55,4434,강원,Gangwon-do,47,3829,550,46,1,287.39,11114,2021??07??29??00??null,
38:08.8,681,54862,경기,Gyeonggi-do,469,48466,5715,460,9,408.61,11113,2021??07??29??00??2021-07-30 10:04:09.1,
38:08.8,1,720,?�종,Sejong,5,632,87,5,0,202.34,11112,2021??07??29??00??null,
38:08.8,41,3171,?�산,Ulsan,14,2984,146,14,0,279.13,11111,2021??07??29??00??null,
38:08.8,29,4018,?�??大田,69,3124,865,69,0,274.48,11110,2021??07??29??00??null,,
38:08.8,24,3352,광주,Gwangju,39,3127,201,39,0,231.23,11109,2021??07??29??00??2021-08-02 14:58:02.365,
38:08.8,61,8845,?�천,Incheon,96,7609,1175,94,2,300.56,11108,2021??07??29??00??null,
38:08.8,222,11561,?��?大邱,56,10786,553,56,0,478.05,11107,2021??07??29??00??null,,
38:08.8,127,8056,부???�山,82,6888,1041,81,1,237.5,11106,2021??07??29??00??null,,
38:08.8,532,63391,?�울,Seoul,514,55315,7544,507,7,655.7,11105,2021??07??29??00??2021-08-02 14:01:58.512,
38:08.8,2085,195092,?�계,Total,1673,171559,21448,1631,42,376.43,11104,2021??07??29??00??2021-08-02 14:01:38.575,
36:24.1,9,5197,검???�離?�,34,4507,681,0,34,-,11103,2021??07??28??00??2021-08-02 14:56:36.62,,
36:24.1,1,1664,?�주,Jeju,23,1470,193,23,0,246.65,11102,2021??07??28??00??null,
36:24.1,22,6916,경남,Gyeongsangnam-do,98,5825,1069,93,5,207.05,11101,2021??07??28??00??null,
36:24.1,87,5378,경북,Gyeongsangbuk-do,33,5023,268,32,1,203.76,11100,2021??07??28??00??null,
36:24.1,17,1983,?�남,Jeollanam-do,20,1731,235,17,3,107.1,11099,2021??07??28??00??null,
36:24.1,60,2699,?�북,Jeollabuk-do,23,2438,201,22,1,149.6,11098,2021??07??28??00??null,
36:24.1,45,4799,충남,Chungcheongnam-do,31,4245,509,30,1,226.26,11097,2021??07??28??00??null,
36:24.1,71,3764,충북,Chungcheongbuk-do,40,3394,299,40,0,235.13,11096,2021??07??28??00??null,
36:24.1,55,4387,강원,Gangwon-do,74,3801,531,74,0,284.35,11095,2021??07??28??00??null,
36:24.1,680,54393,경기,Gyeonggi-do,556,48132,5581,542,14,405.12,11094,2021??07??28??00??2021-07-30 10:01:37.58,
36:24.1,1,715,?�종,Sejong,11,627,87,11,0,200.94,11093,2021??07??28??00??null,
36:24.1,41,3157,?�산,Ulsan,18,2971,145,17,1,277.9,11092,2021??07??28??00??null,
36:24.1,29,3949,?�??大田,75,3091,829,74,1,269.76,11091,2021??07??28??00??null,,
36:24.1,24,3313,광주,Gwangju,27,3097,192,24,3,228.54,11090,2021??07??28??00??2021-08-02 14:56:23.145,
36:24.1,61,8749,?�천,Incheon,102,7526,1162,101,1,297.3,11089,2021??07??28??00??null,
36:24.1,222,11505,?��?大邱,55,10758,525,54,1,475.74,11088,2021??07??28??00??null,,
36:24.1,127,7974,부???�山,102,6814,1033,99,3,235.12,11087,2021??07??28??00??2021-07-29 13:25:14.585,,
36:24.1,531,62877,?�울,Seoul,573,55044,7302,568,5,650.37,11086,2021??07??28??00??2021-08-02 13:58:12.238,
36:24.1,2083,193419,?�계,Total,1895,170494,20842,1821,74,373.2,11085,2021??07??28??00??2021-08-02 14:54:12.751,
57:21.0,9,5163,검???�離?�,45,4493,661,0,45,-,11084,2021??07??27??00??null,,
57:21.0,1,1641,?�주,Jeju,17,1460,180,15,2,243.24,11083,2021??07??27??00??null,
57:21.0,22,6818,경남,Gyeongsangnam-do,88,5737,1059,85,3,204.12,11082,2021??07??27??00??null,
57:21.0,87,5345,경북,Gyeongsangbuk-do,25,5011,247,20,5,202.51,11081,2021??07??27??00??null,
57:21.0,17,1963,?�남,Jeollanam-do,15,1706,240,15,0,106.02,11080,2021??07??27??00??null,
57:21.0,60,2676,?�북,Jeollabuk-do,32,2433,183,30,2,148.33,11079,2021??07??27??00??null,
57:21.0,45,4768,충남,Chungcheongnam-do,38,4202,521,37,1,224.8,11078,2021??07??27??00??null,
57:21.0,71,3724,충북,Chungcheongbuk-do,13,3364,289,12,1,232.63,11077,2021??07??27??00??null,
57:21.0,55,4313,강원,Gangwon-do,61,3760,498,60,1,279.55,11076,2021??07??27??00??null,
57:21.0,679,53837,경기,Gyeonggi-do,373,47636,5522,362,11,400.98,11075,2021??07??27??00??2021-07-30 09:58:43.042,
57:21.0,1,704,?�종,Sejong,6,620,83,3,3,197.85,11074,2021??07??27??00??null,
57:21.0,41,3139,?�산,Ulsan,5,2956,142,5,0,276.32,11073,2021??07??27??00??null,
57:21.0,28,3874,?�??大田,71,3049,797,71,0,264.64,11072,2021??07??27??00??null,,
57:21.0,24,3286,광주,Gwangju,23,3082,180,22,1,226.61,11071,2021??07??27??00??null,
57:21.0,61,8647,?�천,Incheon,65,7481,1105,58,7,293.83,11070,2021??07??27??00??null,
57:21.0,222,11450,?��?大邱,69,10714,514,66,3,473.46,11069,2021??07??27??00??null,,
57:21.0,127,7872,부???�山,66,6745,1000,64,2,232.11,11068,2021??07??27??00??2021-07-29 13:22:57.955,,
57:21.0,529,62304,?�울,Seoul,351,54180,7595,349,2,644.45,11067,2021??07??27??00??2021-08-02 13:56:11.375,
57:21.0,2079,191524,?�계,Total,1363,168629,20816,1274,89,369.54,11066,2021??07??27??00??2021-08-02 13:55:56.221,
40:52.1,8,5118,검???�離?�,21,4493,617,0,21,-,11046,2021??07??26??00??null,,
40:52.1,1,1624,?�주,Jeju,12,1442,181,11,1,240.72,11045,2021??07??26??00??null,
40:52.1,22,6730,경남,Gyeongsangnam-do,78,5664,1044,75,3,201.48,11044,2021??07??26??00??null,
40:52.1,87,5320,경북,Gyeongsangbuk-do,22,4999,234,21,1,201.56,11043,2021??07??26??00??null,
40:52.1,17,1948,?�남,Jeollanam-do,28,1697,234,26,2,105.21,11042,2021??07??26??00??null,
40:52.1,60,2644,?�북,Jeollabuk-do,24,2414,170,23,1,146.55,11041,2021??07??26??00??null,
40:52.1,45,4730,충남,Chungcheongnam-do,65,4140,545,61,4,223,11040,2021??07??26??00??null,
40:52.1,71,3711,충북,Chungcheongbuk-do,31,3349,291,31,0,231.82,11039,2021??07??26??00??null,
40:52.1,55,4252,강원,Gangwon-do,29,3704,493,28,1,275.6,11038,2021??07??26??00??null,
40:52.1,678,53464,경기,Gyeonggi-do,350,47318,5468,343,7,398.18,11037,2021??07??26??00??null,
40:52.1,1,698,?�종,Sejong,5,617,80,5,0,196.16,11036,2021??07??26??00??null,
40:52.1,41,3134,?�산,Ulsan,3,2948,145,3,0,275.88,11035,2021??07??26??00??null,
40:52.1,28,3803,?�??大田,71,3023,752,71,0,259.79,11034,2021??07??26??00??null,,
40:52.1,24,3263,광주,Gwangju,18,3062,177,17,1,225.02,11033,2021??07??26??00??null,
40:52.1,61,8582,?�천,Incheon,71,7447,1074,67,4,291.62,11032,2021??07??26??00??null,
40:52.1,222,11381,?��?大邱,60,10680,479,60,0,470.61,11031,2021??07??26??00??null,,
40:52.1,127,7806,부???�山,89,6696,983,83,6,230.16,11030,2021??07??26??00??2021-07-29 13:21:13.336,,
40:52.1,529,61953,?�울,Seoul,341,53672,7752,339,2,640.82,11029,2021??07??26??00??2021-08-02 13:48:49.254,
40:52.1,2077,190161,?�계,Total,1318,167365,20719,1264,54,366.91,11028,2021??07??26??00??2021-08-02 13:48:29.976,
37:52.2,8,5097,검???�離?�,31,4417,672,0,31,-,11027,2021??07??25??00??null,,
37:52.2,1,1612,?�주,Jeju,14,1432,179,14,0,238.94,11026,2021??07??25??00??null,
37:52.2,22,6652,경남,Gyeongsangnam-do,119,5612,1018,116,3,199.15,11025,2021??07??25??00??null,
37:52.2,87,5298,경북,Gyeongsangbuk-do,28,4993,218,28,0,200.73,11024,2021??07??25??00??null,
37:52.2,17,1920,?�남,Jeollanam-do,16,1691,212,16,0,103.7,11023,2021??07??25??00??null,
37:52.2,60,2620,?�북,Jeollabuk-do,7,2409,151,7,0,145.22,11022,2021??07??25??00??null,
37:52.2,44,4665,충남,Chungcheongnam-do,47,4118,503,45,2,219.94,11021,2021??07??25??00??null,
37:52.2,71,3680,충북,Chungcheongbuk-do,41,3338,271,37,4,229.88,11020,2021??07??25??00??null,
37:52.2,55,4223,강원,Gangwon-do,25,3699,469,25,0,273.72,11019,2021??07??25??00??null,
37:52.2,675,53114,경기,Gyeonggi-do,320,46974,5465,315,5,395.58,11018,2021??07??25??00??null,
37:52.2,1,693,?�종,Sejong,9,613,79,9,0,194.76,11017,2021??07??25??00??null,
37:52.2,41,3131,?�산,Ulsan,9,2940,150,9,0,275.61,11016,2021??07??25??00??null,
37:52.2,28,3732,?�??大田,54,2985,719,54,0,254.94,11015,2021??07??25??00??null,,
37:52.2,24,3245,광주,Gwangju,13,3053,168,11,2,223.78,11014,2021??07??25??00??null,
37:52.2,61,8511,?�천,Incheon,88,7371,1079,83,5,289.21,11013,2021??07??25??00??null,
37:52.2,222,11321,?��?大邱,69,10638,461,69,0,468.13,11012,2021??07??25??00??null,,
37:52.2,127,7717,부???�山,108,6628,962,106,2,227.54,11011,2021??07??25??00??2021-07-29 13:19:12.808,,
37:52.2,529,61612,?�울,Seoul,489,53464,7619,478,11,637.29,11010,2021??07??25??00??2021-08-02 13:46:46.738,
37:52.2,2073,188843,?�계,Total,1487,166375,20395,1422,65,364.37,11009,2021??07??25??00??2021-08-02 13:46:32.07,
39:27.9,7,5066,검???�離?�,19,4415,644,0,19,-,11008,2021??07??24??00??null,,
39:27.9,1,1598,?�주,Jeju,15,1421,176,14,1,236.87,11007,2021??07??24??00??null,
39:27.9,22,6533,경남,Gyeongsangnam-do,112,5553,958,111,1,195.59,11006,2021??07??24??00??null,
39:27.9,87,5270,경북,Gyeongsangbuk-do,21,4978,205,20,1,199.66,11005,2021??07??24??00??null,
39:27.9,17,1904,?�남,Jeollanam-do,20,1682,205,20,0,102.83,11004,2021??07??24??00??null,
39:27.9,60,2613,?�북,Jeollabuk-do,42,2396,157,41,1,144.84,11003,2021??07??24??00??null,
39:27.9,44,4618,충남,Chungcheongnam-do,39,4104,470,34,5,217.72,11002,2021??07??24??00??null,
39:27.9,71,3639,충북,Chungcheongbuk-do,31,3328,240,29,2,227.32,11001,2021??07??24??00??null,
39:27.9,55,4198,강원,Gangwon-do,46,3680,463,46,0,272.1,11000,2021??07??24??00??null,
39:27.9,673,52794,경기,Gyeonggi-do,465,46611,5510,448,17,393.19,10999,2021??07??24??00??null,
39:27.9,1,684,?�종,Sejong,6,612,71,6,0,192.23,10998,2021??07??24??00??null,
39:27.9,40,3122,?�산,Ulsan,19,2906,176,18,1,274.82,10997,2021??07??24??00??null,
39:27.9,28,3678,?�??大田,68,2928,722,68,0,251.25,10996,2021??07??24??00??null,,
39:27.9,24,3232,광주,Gwangju,9,3041,167,9,0,222.89,10995,2021??07??24??00??null,
39:27.9,61,8423,?�천,Incheon,84,7307,1055,81,3,286.22,10994,2021??07??24??00??null,
39:27.9,222,11252,?��?大邱,52,10604,426,52,0,465.28,10993,2021??07??24??00??null,,
39:27.9,127,7609,부???�山,116,6581,901,114,2,224.35,10992,2021??07??24??00??2021-07-29 13:16:47.175,,
39:27.9,528,61124,?�울,Seoul,465,53099,7497,462,3,632.24,10991,2021??07??24??00??2021-08-02 13:44:31.123,
39:27.9,2068,187357,?�계,Total,1629,165246,20043,1573,56,361.5,10990,2021??07??24??00??2021-08-02 13:44:03.094,
37:54.4,7,5047,검???�離?�,20,4413,627,0,20,-,10989,2021??07??23??18??null,,
37:54.4,1,1583,?�주,Jeju,29,1401,181,28,1,234.65,10988,2021??07??23??17??null,
37:54.4,22,6421,경남,Gyeongsangnam-do,93,5487,912,93,0,192.23,10987,2021??07??23??16??null,
37:54.4,87,5249,경북,Gyeongsangbuk-do,16,4961,201,15,1,198.87,10986,2021??07??23??15??null,
37:54.4,17,1884,?�남,Jeollanam-do,23,1671,196,22,1,101.75,10985,2021??07??23??14??null,
37:54.4,60,2571,?�북,Jeollabuk-do,10,2389,122,10,0,142.51,10984,2021??07??23??13??null,
37:54.4,44,4579,충남,Chungcheongnam-do,28,4063,472,24,4,215.89,10983,2021??07??23??12??null,
37:54.4,71,3608,충북,Chungcheongbuk-do,35,3315,222,34,1,225.38,10982,2021??07??23??11??null,
37:54.4,54,4152,강원,Gangwon-do,62,3660,438,61,1,269.11,10981,2021??07??23??10??null,
37:54.4,672,52329,경기,Gyeonggi-do,415,46383,5274,403,12,389.73,10980,2021??07??23??09??null,
37:54.4,1,678,?�종,Sejong,8,607,70,8,0,190.54,10979,2021??07??23??08??null,
37:54.4,40,3103,?�산,Ulsan,22,2895,168,22,0,273.15,10978,2021??07??23??07??null,
37:54.4,28,3610,?�??大田,67,2892,690,67,0,246.6,10977,2021??07??23??06??null,,
37:54.4,24,3223,광주,Gwangju,9,3022,177,9,0,222.27,10976,2021??07??23??05??null,
37:54.4,61,8339,?�천,Incheon,97,7196,1082,90,7,283.37,10975,2021??07??23??04??null,
37:54.4,222,11200,?��?大邱,60,10559,419,57,3,463.13,10974,2021??07??23??03??null,,
37:54.4,127,7493,부???�山,116,6542,824,115,1,220.94,10973,2021??07??23??02??2021-07-29 13:14:38.32,,
37:54.4,528,60659,?�울,Seoul,520,52750,7381,516,4,627.43,10972,2021??07??23??01??2021-08-02 13:42:04.89,
37:54.4,2066,185728,?�계,Total,1630,164206,19456,1574,56,358.36,10971,2021??07??23??00??2021-08-02 13:41:49.487,
55:28.1,7,5027,검???�離?�,290,4301,719,0,290,-,10970,2021??07??22??00??null,,
55:28.1,1,1554,?�주,Jeju,24,1381,172,24,0,230.35,10969,2021??07??22??00??null,
55:28.1,22,6328,경남,Gyeongsangnam-do,91,5450,856,90,1,189.45,10968,2021??07??22??00??null,
55:28.1,87,5233,경북,Gyeongsangbuk-do,29,4951,195,29,0,198.26,10967,2021??07??22??00??null,
55:28.1,17,1861,?�남,Jeollanam-do,18,1662,182,18,0,100.51,10966,2021??07??22??00??null,
55:28.1,60,2561,?�북,Jeollabuk-do,4,2372,129,4,0,141.95,10965,2021??07??22??00??null,
55:28.1,44,4551,충남,Chungcheongnam-do,39,4015,492,39,0,214.57,10964,2021??07??22??00??null,
55:28.1,71,3573,충북,Chungcheongbuk-do,28,3309,193,28,0,223.2,10963,2021??07??22??00??null,
55:28.1,54,4090,강원,Gangwon-do,47,3640,396,47,0,265.1,10962,2021??07??22??00??null,
55:28.1,669,51914,경기,Gyeonggi-do,373,46092,5153,363,10,386.64,10961,2021??07??22??00??null,
55:28.1,1,670,?�종,Sejong,10,601,68,10,0,188.29,10960,2021??07??22??00??null,
55:28.1,40,3081,?�산,Ulsan,25,2886,155,25,0,271.21,10959,2021??07??22??00??null,
55:28.1,28,3543,?�??大田,81,2881,634,81,0,242.03,10958,2021??07??22??00??null,,
55:28.1,24,3214,광주,Gwangju,11,3014,176,11,0,221.65,10957,2021??07??22??00??null,
55:28.1,61,8242,?�천,Incheon,130,7174,1007,130,0,280.07,10956,2021??07??22??00??null,
55:28.1,222,11140,?��?大邱,38,10523,395,38,0,460.65,10955,2021??07??22??00??null,,
55:28.1,127,7377,부???�山,104,6495,755,101,3,217.52,10954,2021??07??22??00??2021-07-29 13:11:33.734,,
55:28.1,528,60139,?�울,Seoul,499,52326,7285,494,5,622.05,10953,2021??07??22??00??2021-08-02 13:40:05.949,
55:28.1,2063,184098,?�계,Total,1841,163073,18962,1532,309,355.21,10952,2021??07??22??00??2021-08-02 13:39:47.807,
38:42.7,7,4737,검???�離?�,23,4296,434,0,23,-,10913,2021??07??21??00??2021-07-22 13:57:38.725,,
38:42.7,1,1530,?�주,Jeju,34,1365,164,34,0,226.79,10912,2021??07??21??00??null,
38:42.7,22,6237,경남,Gyeongsangnam-do,89,5408,807,86,3,186.72,10911,2021??07??21??00??null,
38:42.7,87,5204,경북,Gyeongsangbuk-do,25,4943,174,23,2,197.16,10910,2021??07??21??00??null,
38:42.7,17,1843,?�남,Jeollanam-do,21,1655,171,21,0,99.54,10909,2021??07??21??00??null,
38:42.7,60,2557,?�북,Jeollabuk-do,19,2364,133,18,1,141.73,10908,2021??07??21??00??null,
38:42.7,44,4512,충남,Chungcheongnam-do,49,3974,494,48,1,212.73,10907,2021??07??21??00??null,
38:42.7,71,3545,충북,Chungcheongbuk-do,15,3300,174,15,0,221.45,10906,2021??07??21??00??null,
38:42.7,54,4043,강원,Gangwon-do,54,3624,365,54,0,262.05,10905,2021??07??21??00??null,
38:42.7,666,51541,경기,Gyeonggi-do,465,45736,5139,450,15,383.87,10904,2021??07??21??00??2021-07-22 13:57:25.659,
38:42.7,1,660,?�종,Sejong,6,596,63,6,0,185.48,10903,2021??07??21??00??null,
38:42.7,40,3056,?�산,Ulsan,18,2873,143,18,0,269.01,10902,2021??07??21??00??null,
38:42.7,28,3462,?�??大田,73,2813,621,72,1,236.49,10901,2021??07??21??00??null,,
38:42.7,24,3203,광주,Gwangju,23,3002,177,22,1,220.89,10900,2021??07??21??00??null,
38:42.7,61,8112,?�천,Incheon,128,7107,944,126,2,275.65,10899,2021??07??21??00??null,
38:42.7,222,11102,?��?大邱,36,10487,393,34,2,459.12,10898,2021??07??21??00??2021-07-22 13:57:11.367,,
38:42.7,127,7273,부???�山,102,6433,713,100,2,214.42,10897,2021??07??21??00??null,,
38:42.7,528,59640,?�울,Seoul,604,51658,7454,599,5,616.89,10896,2021??07??21??00??2021-08-02 13:38:05.135,
38:42.7,2060,182257,?�계,Total,1784,161634,18563,1726,58,351.67,10895,2021??07??21??00??2021-08-02 13:37:53.535,
37:23.3,7,4716,검???�離?�,7,4282,427,0,7,-,10894,2021??07??20??00??null,,
37:23.3,1,1496,?�주,Jeju,8,1342,153,8,0,221.75,10893,2021??07??20??00??null,
37:23.3,22,6148,경남,Gyeongsangnam-do,57,5369,757,55,2,184.06,10892,2021??07??20??00??null,
37:23.3,87,5179,경북,Gyeongsangbuk-do,19,4930,162,13,6,196.22,10891,2021??07??20??00??null,
37:23.3,17,1822,?�남,Jeollanam-do,9,1644,161,8,1,98.4,10890,2021??07??20??00??null,
37:23.3,60,2538,?�북,Jeollabuk-do,15,2351,127,14,1,140.68,10889,2021??07??20??00??null,
37:23.3,44,4463,충남,Chungcheongnam-do,30,3901,518,28,2,210.42,10888,2021??07??20??00??null,
37:23.3,71,3530,충북,Chungcheongbuk-do,44,3292,167,44,0,220.51,10887,2021??07??20??00??null,
37:23.3,54,3989,강원,Gangwon-do,42,3601,334,41,1,258.55,10886,2021??07??20??00??null,
37:23.3,666,51076,경기,Gyeonggi-do,382,45320,5090,374,8,380.4,10885,2021??07??20??00??2021-07-22 13:15:13.414,
37:23.3,1,654,?�종,Sejong,13,592,61,13,0,183.8,10884,2021??07??20??00??null,
37:23.3,40,3038,?�산,Ulsan,9,2853,145,9,0,267.43,10883,2021??07??20??00??null,
37:23.3,28,3389,?�??大田,73,2788,573,73,0,231.51,10882,2021??07??20??00??null,,
37:23.3,24,3180,광주,Gwangju,25,2983,173,25,0,219.3,10881,2021??07??20??00??null,
37:23.3,61,7984,?�천,Incheon,71,7019,904,70,1,271.3,10880,2021??07??20??00??null,
37:23.3,222,11067,?��?大邱,30,10474,371,29,1,457.63,10879,2021??07??20??00??null,,
37:23.3,127,7171,부???�山,49,6387,657,49,0,211.41,10878,2021??07??20??00??null,,
37:23.3,527,59036,?�울,Seoul,394,51219,7290,388,6,610.65,10877,2021??07??20??00??2021-08-02 13:35:57.924,
37:23.3,2059,180476,?�계,Total,1277,160347,18070,1241,36,348.22,10876,2021??07??20??00??2021-08-02 13:35:42.026,
39:05.2,6,4709,검???�離?�,14,4271,432,0,14,-,10875,2021??07??19??00??null,,
39:05.2,1,1488,?�주,Jeju,11,1328,159,11,0,220.56,10874,2021??07??19??00??null,
39:05.2,22,6091,경남,Gyeongsangnam-do,74,5331,738,69,5,182.35,10873,2021??07??19??00??null,
39:05.2,87,5160,경북,Gyeongsangbuk-do,19,4910,163,17,2,195.5,10872,2021??07??19??00??null,
39:05.2,17,1813,?�남,Jeollanam-do,16,1643,153,16,0,97.92,10871,2021??07??19??00??null,
39:05.2,60,2523,?�북,Jeollabuk-do,10,2344,119,10,0,139.85,10870,2021??07??19??00??null,
39:05.2,44,4433,충남,Chungcheongnam-do,33,3868,521,33,0,209,10869,2021??07??19??00??null,
39:05.2,71,3486,충북,Chungcheongbuk-do,4,3271,144,4,0,217.76,10868,2021??07??19??00??null,
39:05.2,54,3947,강원,Gangwon-do,27,3591,302,27,0,255.83,10867,2021??07??19??00??null,
39:05.2,666,50693,경기,Gyeonggi-do,340,45080,4947,335,5,377.55,10866,2021??07??19??00??2021-07-22 10:25:43.263,
39:05.2,1,641,?�종,Sejong,8,592,48,8,0,180.14,10865,2021??07??19??00??null,
39:05.2,40,3029,?�산,Ulsan,14,2840,149,13,1,266.63,10864,2021??07??19??00??null,
39:05.2,28,3316,?�??大田,83,2768,520,83,0,226.52,10863,2021??07??19??00??null,,
39:05.2,24,3155,광주,Gwangju,14,2964,167,12,2,217.58,10862,2021??07??19??00??null,
39:05.2,61,7913,?�천,Incheon,67,6976,876,62,5,268.89,10861,2021??07??19??00??null,
39:05.2,222,11037,?��?大邱,33,10457,358,31,2,456.39,10860,2021??07??19??00??null,,
39:05.2,127,7122,부???�山,65,6338,657,63,2,209.97,10859,2021??07??19??00??null,,
39:05.2,527,58642,?�울,Seoul,419,51058,7057,413,6,606.57,10858,2021??07??19??00??2021-08-02 13:33:42.169,
39:05.2,2058,179198,?�계,Total,1251,159630,17510,1207,44,345.76,10857,2021??07??19??00??2021-08-02 13:33:28.735,
37:41.2,6,4695,검???�離?�,16,4271,418,0,16,-,10856,2021??07??18??00??null,,
37:41.2,1,1477,?�주,Jeju,11,1311,165,11,0,218.93,10855,2021??07??18??00??null,
37:41.2,22,6017,경남,Gyeongsangnam-do,99,5312,683,96,3,180.14,10854,2021??07??18??00??null,
37:41.2,87,5141,경북,Gyeongsangbuk-do,15,4904,150,14,1,194.78,10853,2021??07??18??00??null,
37:41.2,17,1797,?�남,Jeollanam-do,11,1642,138,11,0,97.05,10852,2021??07??18??00??null,
37:41.2,60,2513,?�북,Jeollabuk-do,5,2340,113,4,1,139.29,10851,2021??07??18??00??null,
37:41.2,44,4400,충남,Chungcheongnam-do,40,3843,513,35,5,207.45,10850,2021??07??18??00??null,
37:41.2,71,3482,충북,Chungcheongbuk-do,29,3263,148,29,0,217.51,10849,2021??07??18??00??null,
